Re                            | Brutos
knowing: 7                    | paying: 7
france: 7                     | missed: 7
immediately: 7                | larger: 7
remains: 7                    | outside,: 7
delicate: 7                   | aside: 7
formidable: 7                 | firm: 6
owe: 7                        | endeavouring: 6
duke: 7                       | discovered: 6
heartily: 7                   | nothing.: 6
laugh: 7                      | solved: 6
fairly: 7                     | air.: 6
lover: 7                      | ought: 6
breath: 7                     | harm: 6
skill: 7                      | preserve: 6
connected: 7                  | Its: 6
missed: 7                     | asking: 6
gently: 7                     | boy,: 6
sold: 7                       | formidable: 6
lee: 7                        | see.: 6
approached: 7                 | acted: 6
comply: 7                     | to,: 6
cap: 7                        | matter?”: 6
plans: 7                      | place.: 6
rush: 7                       | _Lone: 6
brother: 7                    | breathing: 6
crowd: 7                      | watched: 6
cunning: 7                    | brandy: 6
assizes: 7                    | holding: 6
ebooks: 7                     | initials: 6
30: 7                         | dog: 6
lysander: 7                   | silent,: 6
terror: 7                     | stand: 6
despair: 7                    | visitor.: 6
trousers: 7                   | lock: 6
clever: 7                     | American: 6
cooee: 7                      | life.: 6
bringing: 6                   | Watson?”: 6
dad: 6                        | dull: 6
valuable: 6                   | married,: 6
chest: 6                      | Twice: 6
income: 6                     | conclusions: 6
bought: 6                     | tall,: 6
throat: 6                     | down.: 6
sideboard: 6                  | fortunate: 6
telling: 6                    | floor,: 6
heels: 6                      | ADVENTURE: 6
guard: 6                      | ago.: 6
equally: 6                    | methods: 6
mantelpiece: 6                | disappeared: 6
gazing: 6                     | equally: 6
ordinary: 6                   | Adventure: 6
swinging: 6                   | visitor,: 6
lot: 6                        | thinking: 6
record: 6                     | events,: 6
belief: 6                     | ruin: 6
fat: 6                        | retired: 6
forty: 6                      | suspicion: 6
rolled: 6                     | rolled: 6
europe: 6                     | bird,: 6
salary: 6                     | continued,: 6
conveyed: 6                   | thing,: 6
advantage: 6                  | value: 6
share: 6                      | den: 6
fierce: 6                     | coroner: 6
swept: 6                      | pipe,: 6
solve: 6                      | horror: 6
disposition: 6                | bedroom,: 6
hunting: 6                    | window.: 6
kitchen: 6                    | cloth: 6
wants: 6                      | older: 6
endeavouring: 6               | recovered: 6
gentlemen: 6                  | City.: 6
keeping: 6                    | done.: 6
commission: 6                 | plain: 6
inclined: 6                   | hard,: 6
act: 6                        | swinging: 6
test: 6                       | clay: 6
stands: 6                     | so,”: 6
traced: 6                     | cellar: 6
sentence: 6                   | ladies: 6
closing: 6                    | den,: 6
grasp: 6                      | Merryweather,: 6
_lone: 6                      | rest,: 6
cost: 6                       | habit: 6
observation: 6                | allow: 6
takes: 6                      | arm: 6
crown: 6                      | Very: 6
drink: 6                      | trace: 6
tragedy: 6                    | proof: 6
distribution: 6               | business.”: 6
examining: 6                  | longer: 6
dangerous: 6                  | showing: 6
servant: 6                    | shone: 6
reasoner: 6                   | lot: 6
indicated: 6                  | knees: 6
niece: 6                      | curled: 6
eager: 6                      | aid: 6
prompt: 6                     | spoke,: 6
brixton: 6                    | sake,: 6
method: 6                     | beneath: 6
cheetah: 6                    | stared: 6
compliance: 6                 | sir.”: 6
distinctly: 6                 | spend: 6
remove: 6                     | bag: 6
readily: 6                    | stable: 6
drawer: 6                     | help,: 6
warning: 6                    | society: 6
acted: 6                      | them?”: 6
pawnbroker: 6                 | buy: 6
desire: 6                     | examining: 6
preserve: 6                   | telling: 6
offices: 6                    | possible,: 6
whence: 6                     | cover: 6
fields: 6                     | closing: 6
misfortune: 6                 | YOU: 6
lonely: 6                     | valuable: 6
unpleasant: 6                 | here.”: 6
served: 6                     | “Did: 6
spirits: 6                    | sank: 6
spend: 6                      | eager: 6
practical: 6                  | better.: 6
thief: 6                      | served: 6
greater: 6                    | sympathy: 6
rule: 6                       | notes: 6
reply: 6                      | solve: 6
tail: 6                       | And,: 6
smiled: 6                     | know.”: 6
amount: 6                     | to-night.: 6
bow: 6                        | conveyed: 6
greatest: 6                   | sleep: 6
hansom: 6                     | seated: 6
closely: 6                    | distribution: 6
rate: 6                       | distinctly: 6
deserted: 6                   | “‘That: 6
founded: 6                    | ring: 6
star_: 6                      | wear: 6
begin: 6                      | founded: 6
scent: 6                      | staring: 6
obliged: 6                    | shut: 6
h: 6                          | over,: 6
remarks: 6                    | There’s: 6
security: 6                   | wife,: 6
distribute: 6                 | country.: 6
bye: 6                        | disappearance: 6
parted: 6                     | Merryweather: 6
threatened: 6                 | bell: 6
spring: 6                     | west: 6
breathing: 6                  | Saxe-Coburg: 6
gravely: 6                    | suggest: 6
quest: 6                      | safe,: 6
consideration: 6              | this.: 6
county: 6                     | remove: 6
impressed: 6                  | well,: 6
murmured: 6                   | mad: 6
avenue: 6                     | warning: 6
shoes: 6                      | power: 6
stared: 6                     | Paddington: 6
clouds: 6                     | Road.: 6
stranger: 6                   | sound,: 6
efforts: 6                    | Brixton: 6
ought: 6                      | actually: 6
advance: 6                    | gather: 6
legal: 6                      | doors: 6
china: 6                      | pips: 6
grip: 6                       | touched: 6
beggar: 6                     | misfortune: 6
grizzled: 6                   | watch: 6
compelled: 6                  | settled: 6
evident: 6                    | driving: 6
interview: 6                  | inclined: 6
parts: 6                      | bearing: 6
nicely: 6                     | tall: 6
pounds: 6                     | individual: 6
dream: 6                      | feared: 6
powers: 6                     | description: 6
sill: 6                       | gently: 6
watched: 6                    | trivial: 6
sufficient: 6                 | papers,: 6
brow: 6                       | clever: 6
000: 6                        | wife’s: 6
nerves: 6                     | myself,: 6
shrieked: 6                   | upper: 6
sad: 6                        | theory: 6
contact: 6                    | See: 6
individual: 6                 | sweet: 6
fail: 6                       | undoubtedly: 6
certainty: 6                  | talked: 6
loudly: 6                     | situation: 6
talked: 6                     | whence: 6
cup: 6                        | case.: 6
foul: 6                       | ways: 6
poison: 6                     | cases,: 6
cover: 6                      | words,: 6
shattered: 6                  | depend: 6
holding: 6                    | quick,: 6
bristol: 6                    | question.: 6
premises: 6                   | angry: 6
failed: 6                     | Alice: 6
shut: 6                       | fallen: 6
fainted: 6                    | Hunter: 6
minute: 6                     | folk: 6
gown: 6                       | desire: 6
swear: 6                      | path: 6
shone: 6                      | readily: 6
older: 6                      | distributing: 6
copying: 6                    | fierce: 6
deduction: 6                  | compelled: 6
recent: 6                     | quarter: 6
expense: 6                    | concerned: 6
pressing: 6                   | dress,: 6
wit: 6                        | hands,: 6
foresight: 6                  | scandal: 6
onto: 6                       | Ross,: 6
excitement: 6                 | share: 6
lined: 6                      | fainted: 6
tree: 6                       | posted: 6
task: 6                       | continued: 6
bit: 6                        | emerged: 6
remembered: 6                 | greater: 6
escape: 6                     | Peterson,: 6
gun: 6                        | see,”: 6
slow: 6                       | onto: 6
examine: 6                    | practical: 6
sympathy: 6                   | country,: 6
jump: 6                       | OR: 6
ballarat: 6                   | An: 6
justice: 6                    | vacancy: 6
beaten: 6                     | eBook: 6
curled: 6                     | secrecy: 6
major: 6                      | America: 6
staring: 6                    | check: 6
calling: 6                    | Roylott’s: 6
seldom: 6                     | me?”: 6
thoughts: 6                   | houses: 6
staggered: 6                  | thousand: 6
gain: 6                       | provided: 6
lines: 6                      | Come: 6
gasped: 6                     | kitchen: 6
5: 6                          | police,: 6
seated: 6                     | refund: 6
distinct: 6                   | “God: 6
stoper: 6                     | chair.: 6
limited: 6                    | wedding: 6
shock: 6                      | knowing: 6
speech: 6                     | do?”: 6
march: 6                      | pressing: 6
amiable: 6                    | perfect: 6
weather: 6                    | money.: 6
gentle: 6                     | consider: 6
touched: 6                    | Even: 6
buried: 6                     | know.: 6
screamed: 6                   | Pa: 6
brilliant: 6                  | stands: 6
dimly: 6                      | Had: 6
owner: 6                      | ordinary: 6
refuse: 6                     | Doran,: 6
useful: 6                     | spare: 6
asking: 6                     | dangerous: 6
saturday: 6                   | Suddenly,: 6
travelled: 6                  | “His: 6
leather: 6                    | results: 6
sank: 6                       | men,: 6
massive: 6                    | try: 6
meant: 6                      | distance: 6
leaves: 6                     | chuckled: 6
altar: 6                      | takes: 6
eventually: 6                 | occur: 6
lunch: 6                      | buried: 6
typewritten: 6                | unpleasant: 6
groom: 5                      | agreement,: 6
needed: 5                     | coat,: 6
cigars: 5                     | furnished: 6
asleep: 5                     | date: 6
driver: 5                     | fear,: 6
unable: 5                     | “‘What: 6
fowler: 5                     | impressed: 6
heaven: 5                     | o’clock,: 6
daring: 5                     | me?: 6
changed: 5                    | too.: 6
friday: 5                     | morning.”: 6
pink: 5                       | Every: 6
unlocked: 5                   | retained: 6
hearty: 5                     | rush: 6
volunteers: 5                 | days.: 6
mysterious: 5                 | bowed: 6
intimate: 5                   | living: 6
direct: 5                     | except: 6
lovely: 5                     | scattered: 6
cloud: 5                      | greatest: 6
comfortable: 5                | wheels: 6
due: 5                        | highest: 6
vincent: 5                    | talking: 6
recognised: 5                 | husband’s: 6
averse: 5                     | to-day: 6
millar: 5                     | gazing: 6
hole: 5                       | cunning: 6
cast: 5                       | signal: 6
repeated: 5                   | notice: 6
victim: 5                     | dimly: 6
india: 5                      | frock-coat,: 5
tapping: 5                    | Holmes.”: 5
bore: 5                       | God!: 5
tore: 5                       | clothes,: 5
newspaper: 5                  | failed: 5
couch: 5                      | stairs: 5
protruding: 5                 | another.: 5
temper: 5                     | mind,: 5
forget: 5                     | sold: 5
gazed: 5                      | contrast: 5
completely: 5                 | big: 5
sallow: 5                     | then.: 5
custom: 5                     | note,: 5
describe: 5                   | Baker,: 5
donate: 5                     | faced: 5
names: 5                      | traced: 5
particulars: 5                | trademark: 5
announced: 5                  | crime.: 5
families: 5                   | finished: 5
suicide: 5                    | below.: 5
wishes: 5                     | explanation.: 5
watching: 5                   | screamed: 5
deduced: 5                    | nerves: 5
attracted: 5                  | possession: 5
ulster: 5                     | definite: 5
tie: 5                        | rapidly: 5
precaution: 5                 | amount: 5
giving: 5                     | somewhere: 5
nights: 5                     | becomes: 5
silk: 5                       | deduced: 5
dragged: 5                    | cheetah: 5
snake: 5                      | “Indeed!: 5
tracks: 5                     | enough.: 5
worse: 5                      | to-night,: 5
mud: 5                        | &: 5
bushes: 5                     | detective: 5
fault: 5                      | collar: 5
sell: 5                       | bundle: 5
medium: 5                     | promised: 5
satisfied: 5                  | manner.: 5
folded: 5                     | discuss: 5
approach: 5                   | everyone: 5
peace: 5                      | agent: 5
beat: 5                       | trees: 5
lounging: 5                   | sister’s: 5
conjecture: 5                 | massive: 5
birds: 5                      | goodness: 5
possibility: 5                | hurry: 5
8: 5                          | bottom: 5
disappointment: 5             | fourth: 5
keys: 5                       | investigation: 5
satisfaction: 5               | grasp: 5
arrest: 5                     | personal: 5
sneer: 5                      | deepest: 5
stains: 5                     | mouth: 5
struggle: 5                   | reading: 5
cripple: 5                    | accustomed: 5
landlord: 5                   | minutes,: 5
m: 5                          | recognised: 5
fourth: 5                     | Holder.: 5
hurt: 5                       | “Where: 5
chase: 5                      | McCarthy.: 5
telegram: 5                   | burning: 5
burning: 5                    | neck: 5
doubts: 5                     | metallic: 5
tied: 5                       | year,: 5
providing: 5                  | for.: 5
bricks: 5                     | mark: 5
fitted: 5                     | poison: 5
obviously: 5                  | generally: 5
deepest: 5                    | lunch: 5
quarters: 5                   | church: 5
easier: 5                     | shoulders: 5
panel: 5                      | Doctor,”: 5
instance: 5                   | golden: 5
midnight: 5                   | parted: 5
confidence: 5                 | intimate: 5
shelf: 5                      | Adler: 5
fancies: 5                    | police.: 5
bonnet: 5                     | dressing-gown,: 5
everyone: 5                   | month: 5
de: 5                         | light,: 5
brightly: 5                   | stranger: 5
sovereign: 5                  | handed: 5
godfrey: 5                    | gone.: 5
weak: 5                       | Ryder: 5
stolen: 5                     | protected: 5
solid: 5                      | instant,: 5
unknown: 5                    | brother: 5
supply: 5                     | now!”: 5
slept: 5                      | calling: 5
escaped: 5                    | fat: 5
determine: 5                  | 4: 5
blinds: 5                     | “the: 5
delicacy: 5                   | unusual: 5
shop: 5                       | approached: 5
aged: 5                       | legal: 5
guess: 5                      | fortune: 5
intellectual: 5               | immediately: 5
rely: 5                       | interesting.: 5
rid: 5                        | swept: 5
bundle: 5                     | stout: 5
lap: 5                        | fate: 5
william: 5                    | “Because: 5
joy: 5                        | Inspector: 5
victoria: 5                   | Burnwell: 5
wonderful: 5                  | ear.: 5
feature: 5                    | wall.: 5
wondering: 5                  | "Project: 5
dust: 5                       | bore: 5
leaned: 5                     | county: 5
french: 5                     | seldom: 5
subtle: 5                     | chest: 5
laughter: 5                   | building: 5
enter: 5                      | capable: 5
meaning: 5                    | examine: 5
detail: 5                     | foul: 5
editions: 5                   | Winchester: 5
health: 5                     | thirty: 5
gesture: 5                    | to-morrow: 5
respect: 5                    | peeped: 5
drug: 5                       | walls: 5
trick: 5                      | Holder,: 5
surrey: 5                     | Road,: 5
disguise: 5                   | matter.”: 5
injuries: 5                   | gazed: 5
boot: 5                       | Angel: 5
unique: 5                     | example,: 5
row: 5                        | “Let: 5
terribly: 5                   | criminal: 5
necessary: 5                  | explanation: 5
runs: 5                       | success.: 5
hurriedly: 5                  | “Indeed,: 5
cocked: 5                     | Might: 5
shake: 5                      | panel: 5
anxiety: 5                    | ceiling: 5
inner: 5                      | pool: 5
continually: 5                | conviction: 5
art: 5                        | conclusion: 5
positive: 5                   | pity: 5
pitch: 5                      | pleasant: 5
assured: 5                    | “That’s: 5
expedition: 5                 | rid: 5
cabman: 5                     | strange,: 5
process: 5                    | much.: 5
newly: 5                      | neat: 5
stock: 5                      | attracted: 5
discuss: 5                    | clear.: 5
strongly: 5                   | Turner.: 5
indian: 5                     | heavens!”: 5
ashamed: 5                    | “No.: 5
worked: 5                     | yourself,: 5
striking: 5                   | Ah,: 5
contrast: 5                   | distribute: 5
metallic: 5                   | Leadenhall: 5
puzzled: 5                    | loudly: 5
innocence: 5                  | stay: 5
scream: 5                     | particularly: 5
conviction: 5                 | barred: 5
incidents: 5                  | status: 5
camp: 5                       | upstairs: 5
pride: 5                      | Angel.”: 5
fears: 5                      | go.: 5
grasped: 5                    | fitted: 5
prison: 5                     | Court: 5
communicate: 5                | tossed: 5
palm: 5                       | assistance: 5
status: 5                     | providing: 5
especially: 5                 | filled: 5
sleeve: 5                     | me!: 5
enemy: 5                      | study: 5
brave: 5                      | crowd: 5
savannah: 5                   | then.”: 5
dim: 5                        | wall: 5
member: 5                     | tapping: 5
named: 5                      | Eyford: 5
hence: 5                      | considerably: 5
pondicherry: 5                | salary: 5
tossed: 5                     | sideboard,: 5
burned: 5                     | careful: 5
contents: 5                   | good.: 5
rattled: 5                    | But,: 5
suspicious: 5                 | that,”: 5
tint: 5                       | word,: 5
questions: 5                  | inspector.: 5
scoundrel: 5                  | mission: 5
murderer: 5                   | “From: 5
loved: 5                      | Waterloo: 5
ball: 5                       | also,: 5
golden: 5                     | averse: 5
accident: 5                   | similar: 5
collection: 5                 | wing: 5
conceal: 5                    | recent: 5
occasion: 5                   | attempts: 5
peeped: 5                     | Jones: 5
price: 5                      | problem.: 5
proceed: 5                    | before.: 5
signature: 5                  | quickly: 5
existence: 5                  | striking: 5
respectable: 5                | shelf: 5
emotion: 5                    | entered.: 5
visible: 5                    | then?’: 5
special: 5                    | gun: 5
willing: 5                    | mysterious: 5
aloysius: 5                   | begin: 5
sleeves: 5                    | bringing: 5
tips: 5                       | William: 5
principal: 5                  | bright,: 5
pennies: 5                    | palm: 5
replacement: 5                | building,: 5
shirt: 5                      | cabman: 5
seriously: 5                  | incidents: 5
big: 5                        | rising: 5
capable: 5                    | “Only: 5
otherwise: 5                  | horse: 5
recall: 5                     | beaten: 5
milk: 5                       | lover: 5
rushing: 5                    | rushing: 5
quarrel: 5                    | unable: 5
dundee: 5                     | red,: 5
service: 5                    | remarks: 5
local: 5                      | powers: 5
safety: 5                     | right,”: 5
similar: 5                    | skill: 5
attempts: 5                   | Godfrey: 5
rapidly: 5                    | crime.”: 5
reported: 5                   | advantage: 5
earnestly: 5                  | snake: 5
stick: 5                      | particular: 5
arranged: 5                   | Duke: 5
expenses: 5                   | England,: 5
walks: 5                      | Bradstreet,: 5
ceremony: 5                   | dark,: 5
speckled: 5                   | observe,: 5
buttoned: 5                   | “Never: 5
promised: 5                   | well.”: 5
breast: 5                     | miss: 5
deed: 5                       | maid,: 5
protected: 5                  | accept: 5
leadenhall: 5                 | strongly: 5
apparently: 5                 | fuller’s-earth: 5
playing: 5                    | runs: 5
mistake: 5                    | wondering: 5
accept: 5                     | lip: 5
quickly: 5                    | cap: 5
thus: 5                       | ears.: 5
discoloured: 5                | pocket,: 5
kindness: 5                   | property: 5
cord: 5                       | meaning: 5
request: 5                    | security: 5
volume: 5                     | client,: 5
green: 5                      | lounging: 5
height: 5                     | out.”: 5
neat: 5                       | sufficient: 5
plumber: 5                    | town.: 5
rise: 5                       | watching: 5
mask: 5                       | record: 5
generally: 5                  | yet.: 5
charming: 5                   | leaves: 5
agitation: 5                  | narrative: 5
personal: 5                   | expense: 5
sundial: 5                    | father.: 5
stream: 5                     | Foundation,: 5
morcar: 4                     | brilliant: 5
brain: 4                      | changed: 5
forming: 4                    | view,: 5
errand: 4                     | seat: 5
creating: 4                   | astonishment,: 5
fully: 4                      | smile: 5
attic: 4                      | efforts: 5
occupant: 4                   | cheeks: 5
music: 4                      | seen.: 5
treasure: 4                   | guard: 5
dated: 4                      | facts,: 5
introduce: 4                  | mother,: 5
wheeler: 4                    | gems: 5
devoted: 4                    | bit: 5
miserable: 4                  | Lady: 5
yourselves: 4                 | observed.: 5
wednesday: 4                  | “is: 5
sooner: 4                     | it?: 5
cupboard: 4                   | eventually: 5
boxes: 4                      | States,: 5
material: 4                   | gipsies: 5
tale: 4                       | “Which: 5
rattle: 4                     | ashamed: 5
seek: 4                       | alive: 5
utterly: 4                    | advise: 5
teeth: 4                      | Hatherley,: 5
jem: 4                        | daring: 5
judge: 4                      | noticed: 5
landau: 4                     | journey: 5
policeman: 4                  | apparently: 5
fatal: 4                      | now?”: 5
personally: 4                 | Is: 5
event: 4                      | newspaper: 5
included: 4                   | rise: 5
elderly: 4                    | advance: 5
inferences: 4                 | salesman: 5
rocket: 4                     | thumb,: 5
generations: 4                | circle: 5
wandered: 4                   | works,: 5
list: 4                       | “Just: 5
control: 4                    | “No.”: 5
surgeon: 4                    | lovely: 5
tottenham: 4                  | mind.: 5
trifle: 4                     | Vincent: 5
ferguson: 4                   | violence: 5
kate: 4                       | eBooks: 5
glove: 4                      | kindness: 5
acting: 4                     | obliged: 5
ashes: 4                      | grip: 5
article: 4                    | leaned: 5
informed: 4                   | stair,: 5
novel: 4                      | thoughts: 5
consciousness: 4              | willing: 5
visited: 4                    | apply: 5
widespread: 4                 | small,: 5
noise: 4                      | last.: 5
support: 4                    | card: 5
associate: 4                  | tore: 5
trade: 4                      | newly: 5
length: 4                     | fingers: 5
richer: 4                     | Adler,: 5
thinks: 4                     | reported: 5
distinguish: 4                | fantastic: 5
hugh: 4                       | clue.: 5
trifling: 4                   | distinct: 5
brougham: 4                   | lawn: 5
brisk: 4                      | mean?”: 5
produce: 4                    | quietly.: 5
invent: 4                     | stairs,: 5
unnatural: 4                  | smiling,: 5
shiny: 4                      | grizzled: 5
murdered: 4                   | grasped: 5
gale: 4                       | “Now: 5
greeting: 4                   | effort: 5
uncertain: 4                  | lonely: 5
awake: 4                      | continually: 5
advantages: 4                 | Aloysius: 5
lash: 4                       | servant: 5
tradesmen: 4                  | ever,: 5
occasional: 4                 | cup: 5
hampshire: 4                  | chain,: 5
fireplace: 4                  | drawing: 5
identity: 4                   | sofa: 5
commissionaire: 4             | bear: 5
services: 4                   | extremely: 5
fees: 4                       | court: 5
liberty: 4                    | sort,: 5
war: 4                        | Red-headed: 5
destroyed: 4                  | especially: 5
mile: 4                       | character,: 5
hoped: 4                      | justice: 5
fond: 4                       | “this: 5
bizarre: 4                    | Windibank,: 5
moulton: 4                    | positive: 5
7: 4                          | Horner,: 5
peering: 4                    | importance.: 5
admirably: 4                  | announced: 5
whitewashed: 4                | Kindly: 5
occupation: 4                 | conceal: 5
companions: 4                 | license,: 5
smoked: 4                     | street,: 5
shaken: 4                     | Both: 5
9: 4                          | Indian: 5
violet: 4                     | cost: 5
observing: 4                  | recall: 5
mistress: 4                   | friend.: 5
risen: 4                      | end,: 5
solemnly: 4                   | street: 5
separate: 4                   | consideration: 5
brimmed: 4                    | dog-cart: 5
increased: 4                  | not.”: 5
exact: 4                      | amiable: 5
exceptional: 4                | there.”: 5
typewriting: 4                | glasses: 5
warmly: 4                     | Horsham,: 5
altogether: 4                 | gain: 5
active: 4                     | violent: 5
neighbours: 4                 | blinds: 5
debts: 4                      | were,: 5
allusion: 4                   | is.”: 5
pitiable: 4                   | legs: 5
platform: 4                   | minute: 5
vile: 4                       | parts: 4
staying: 4                    | replace: 4
themselves: 4                 | burned: 4
joking: 4                     | kind.: 4
confederate: 4                | angry,: 4
bare: 4                       | done,: 4
grave: 4                      | be.”: 4
actions: 4                    | trick: 4
british: 4                    | character.: 4
finds: 4                      | laughed.: 4
dates: 4                      | terribly: 4
isn: 4                        | home,: 4
gravesend: 4                  | back.”: 4
visitors: 4                   | giving: 4
approaching: 4                | dust: 4
guilt: 4                      | rooms,: 4
bitter: 4                     | task: 4
highroad: 4                   | meant: 4
sombre: 4                     | ended: 4
_the: 4                       | Bohemia,: 4
lining: 4                     | shattered: 4
error: 4                      | cigar: 4
conditions: 4                 | borne: 4
rang: 4                       | clad: 4
website: 4                    | Why: 4
knock: 4                      | minutes.: 4
nodded: 4                     | “I’ve: 4
knife: 4                      | active: 4
wander: 4                     | “Certainly.”: 4
postmark: 4                   | sake: 4
criminals: 4                  | torn: 4
lake: 4                       | removed: 4
overcoat: 4                   | communicate: 4
trained: 4                    | intellectual: 4
sharply: 4                    | yesterday,: 4
vanish: 4                     | richer: 4
backed: 4                     | wet: 4
choose: 4                     | stone,: 4
unforeseen: 4                 | story,: 4
gaiters: 4                    | waved: 4
stained: 4                    | teeth: 4
directed: 4                   | cord: 4
hullo: 4                      | fly: 4
hollow: 4                     | Saturday: 4
crowded: 4                    | happened,: 4
displaying: 4                 | public,: 4
whip: 4                       | Would: 4
unconscious: 4                | ‘but: 4
rubber: 4                     | sovereign: 4
moved: 4                      | Hudson: 4
von: 4                        | ink,: 4
articles: 4                   | inquiry: 4
suffer: 4                     | blunt: 4
submitted: 4                  | wrist: 4
warm: 4                       | After: 4
begging: 4                    | wit’s: 4
formerly: 4                   | necessary: 4
apiece: 4                     | husband.: 4
delighted: 4                  | States.: 4
observer: 4                   | pockets: 4
hideous: 4                    | old.: 4
deductions: 4                 | assured: 4
dense: 4                      | cold,: 4
pierced: 4                    | Boots: 4
mentioned: 4                  | presume: 4
hudson: 4                     | observation: 4
snuff: 4                      | rule,: 4
inconvenience: 4              | “Ah!: 4
skylight: 4                   | papers.: 4
chemical: 4                   | coffee: 4
muttered: 4                   | Bradstreet: 4
sole: 4                       | stick: 4
accused: 4                    | twelve: 4
bless: 4                      | loose: 4
hurrying: 4                   | drink,: 4
guide: 4                      | swung: 4
wire: 4                       | ship.: 4
hereditary: 4                 | escaped: 4
smoking: 4                    | knew,: 4
extended: 4                   | photograph?”: 4
egg: 4                        | interest.”: 4
soft: 4                       | Whitney,: 4
perform: 4                    | press,: 4
answering: 4                  | carriage,: 4
communication: 4              | reward: 4
baboon: 4                     | congratulate: 4
bears: 4                      | moments: 4
doubtless: 4                  | rely: 4
clutched: 4                   | lane.: 4
scar: 4                       | Lodge: 4
promises: 4                   | son.: 4
steel: 4                      | manner,: 4
desk: 4                       | another,: 4
beautifully: 4                | girl’s: 4
crossed: 4                    | tied: 4
deeper: 4                     | paragraphs: 4
begun: 4                      | Those: 4
ejaculated: 4                 | marriage.: 4
temple: 4                     | upon.: 4
online: 4                     | worse: 4
preposterous: 4               | approach: 4
soothing: 4                   | He’s: 4
interfere: 4                  | post: 4
11: 4                         | returned,: 4
flush: 4                      | McCarthy,: 4
royal: 4                      | commission: 4
maiden: 4                     | lines: 4
purposes: 4                   | half-past: 4
sky: 4                        | false: 4
command: 4                    | inquiry,: 4
phrase: 4                     | down.”: 4
gigantic: 4                   | tobacco: 4
shag: 4                       | neighbourhood,: 4
disturbance: 4                | everything.: 4
link: 4                       | eleven: 4
homely: 4                     | fond: 4
puffing: 4                    | facts.: 4
pulling: 4                    | features.: 4
dignity: 4                    | I’d: 4
garments: 4                   | sell: 4
searched: 4                   | much,: 4
elastic: 4                    | colour.: 4
bulky: 4                      | surprise,: 4
dinner: 4                     | well-known: 4
defect: 4                     | door.”: 4
energetic: 4                  | veil: 4
swung: 4                      | passion: 4
wet: 4                        | extended: 4
interests: 4                  | am.: 4
foolish: 4                    | recognise: 4
forgotten: 4                  | indeed.: 4
format: 4                     | abstracted: 4
twist: 4                      | inquiries: 4
enormous: 4                   | families: 4
confined: 4                   | evident: 4
confession: 4                 | safely: 4
shriek: 4                     | dress.: 4
isa: 4                        | starting: 4
gaze: 4                       | alarm,: 4
borne: 4                      | portion: 4
requirements: 4               | evening.”: 4
bars: 4                       | named: 4
torn: 4                       | owe: 4
15: 4                         | unknown: 4
links: 4                      | lip,: 4
eagerly: 4                    | yesterday: 4
streatham: 4                  | spring: 4
stated: 4                     | Oakshott,: 4
brass: 4                      | friendly: 4
bohemian: 4                   | “‘My: 4
horses: 4                     | unhappy: 4
pile: 4                       | ‘Cooee!’: 4
stage: 4                      | Spaulding: 4
berkshire: 4                  | volunteers: 4
commence: 4                   | twist: 4
produced: 4                   | cloud: 4
motive: 4                     | confined: 4
deposit: 4                    | books: 4
fill: 4                       | there?”: 4
sailing: 4                    | possible.”: 4
roads: 4                      | one,”: 4
loves: 4                      | Fowler: 4
analysis: 4                   | gloom,: 4
absence: 4                    | chain: 4
fists: 4                      | point,: 4
reaction: 4                   | command: 4
confessed: 4                  | tangled: 4
hypothesis: 4                 | gas: 4
deceased: 4                   | During: 4
glances: 4                    | duties,: 4
hardened: 4                   | brave: 4
sounds: 4                     | isn’t: 4
drunken: 4                    | south,: 4
level: 4                      | surprise.: 4
southern: 4                   | produce: 4
engagement: 4                 | system: 4
labour: 4                     | works.: 4
agency: 4                     | death.: 4
inquest: 4                    | request,: 4
figures: 4                    | remembered: 4
blunt: 4                      | whispered,: 4
unhappy: 4                    | inspector,: 4
replace: 4                    | precaution: 4
cigarette: 4                  | staggered: 4
shows: 4                      | rang: 4
clapped: 4                    | coronet,: 4
false: 4                      | SHERLOCK: 4
rough: 4                      | bought: 4
legged: 4                     | Robert: 4
system: 4                     | France: 4
delay: 4                      | park: 4
purely: 4                     | shape: 4
starting: 4                   | mistake: 4
blind: 4                      | laughing: 4
newspapers: 4                 | link: 4
balmoral: 4                   | separate: 4
school: 4                     | website: 4
chill: 4                      | begun: 4
pick: 4                       | madam,: 4
wrinkled: 4                   | preposterous: 4
returns: 4                    | loved: 4
excited: 4                    | hereditary: 4
completed: 4                  | houses,: 4
violin: 4                     | wandered: 4
guinea: 4                     | ever.: 4
plenty: 4                     | hideous: 4
animal: 4                     | to-night?”: 4
apartment: 4                  | “Precisely: 4
succeed: 4                    | guess: 4
central: 4                    | curiosity: 4
regretted: 4                  | possible.: 4
absurd: 4                     | it.’: 4
unnecessary: 4                | photograph.”: 4
flew: 4                       | seems,: 4
friendly: 4                   | true.: 4
original: 4                   | shaken: 4
plantation: 4                 | lately.: 4
stories: 4                    | imagine,: 4
moments: 4                    | revolver: 4
crimes: 4                     | playing: 4
sea: 4                        | moment.: 4
disturb: 4                    | finally,: 4
gravel: 4                     | appearance.: 4
rubbing: 4                    | engineer,: 4
waved: 4                      | flew: 4
season: 4                     | “for: 4
perceive: 4                   | dragged: 4
twinkled: 4                   | really,: 4
exposure: 4                   | copying: 4
ended: 4                      | column: 4
recognise: 4                  | memory.: 4
jack: 4                       | “He’s: 4
